###################################################################################
#
# Mesen Game Database
#
# Automatically generated database based on Nestopia's DB and NesCartDB
#
# Generated on 2020-05-02 using:
#     -NewRisingSun's NES 2.0 header database (2020-04-26)
#     -NesCartDB (dated 2017-08-21)
#     -Nestopia UE's latest DB (dated 2015-10-22) 
# 
# Fields: CRC, System, Board, PCB, Chip, Mapper, PrgRomSize, ChrRomSize, ChrRamSize, WorkRamSize, SaveRamSize, Battery, Mirroring, Controller Type, Bus Conflicts, SubMapper, VsSystemType, PpuModel
#
###################################################################################
22D6D5BD,Famicom,NAMCOT-3416,3416,118,206,128,64,0,0,0,0,v,1,,0,,
22D7C95E,NesNtsc,,,,3,32,32,0,0,0,0,v,1,,2,,
22EEEC6D,Famicom,,,,3,32,32,,0,0,0,v,,,,,
22F8E680,NesNtsc,,,,79,32,64,0,0,0,0,h,1,,0,,
22F95FF1,Famicom,,,,0,32,8,,0,0,0,h,,,,,
22FAA285,NesNtsc,,,,0,32,8,0,0,0,0,h,32,,0,,
2303A6BE,NesNtsc,,,,63,1024,0,8,0,0,0,h,42,,0,,
231BC76E,NesNtsc,,,,11,32,32,0,0,0,0,v,9,,0,,
2328046E,NesNtsc,NES-AOROM,NES-AOROM-02,,7,256,0,8,0,0,0,h,1,,1,,
2337F45E,NesNtsc,,,,3,32,32,0,0,0,0,v,1,,2,,
23386B90,Famicom,,,,83,256,512,0,0,0,0,h,1,,1,,
23440A37,NesNtsc,,,,100,128,256,0,8,0,0,v,1,,0,,
2363329F,VT03,,,,256,32,0,0,0,0,0,h,1,,0,,
2370C0A9,NesNtsc,ACCLAIM-MC-ACC,53361-2,MC-ACC,4,128,128,0,0,0,0,h,1,,3,,
2374B9BA,NesNtsc,,,,289,2048,0,8,0,0,0,h,1,,0,,
2389335F,Dendy,,,,199,512,0,8,4,8,1,h,1,,0,,
238C5D7A,NesNtsc,,,,1,128,128,0,0,8,1,h,1,,0,,
238E1848,NesNtsc,,,,3,32,32,,0,0,0,h,,,,,
2394AE1C,Famicom,,,,150,32,64,0,0,0,0,h,1,,0,,
239971D1,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
23AD6818,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
23B87A6D,Famicom,,,,0,32,8,,0,0,0,v,,,,,
23BEFF5E,NesPal,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
23BF0507,Famicom,,,,1,128,128,0,0,0,0,h,1,,0,,
23C0C325,NesNtsc,,,,269,4096,0,0,8,0,0,h,42,,0,,
23C3FB2D,NesNtsc,NES-SKROM,NES-SKROM-04,MMC1B2,1,128,128,0,0,8,1,h,1,,0,,
23D17F5E,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,256,128,0,0,0,0,h,8,,0,,
23D60F64,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
23D7D48F,NesPal,NES-AOROM,NES-AOROM-03,,7,256,0,8,0,0,0,h,1,,2,,
23D91BC6,Famicom,HVC-NROM-128,2I,,0,16,8,0,0,0,0,v,1,,0,,
23E03DC1,NesNtsc,,,,553,16,8,0,0,0,0,v,1,,0,,
23E4906A,NesNtsc,BMC-FK23C,,,176,1024,1024,0,0,0,0,h,1,,1,,
23E9C736,Famicom,HVC-SNROM,HVC-SNROM-09,MMC1B2,1,256,0,8,0,8,1,h,1,,0,,
23F38647,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
23F4B48F,Famicom,HVC-TGROM,HVC-TGROM-01,MMC3C,4,256,0,8,0,0,0,h,1,,0,,
24032C59,NesNtsc,,,,4,256,256,0,0,0,0,h,1,,0,,
24042FC8,NesNtsc,,,,547,640,128,8,8,8,1,h,1,,0,,
240863B9,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
240C6DE8,Famicom,HVC-SLROM,HVC-SLROM-02,MMC1A,1,128,128,0,0,0,0,h,1,,0,,
240DE736,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3C,4,256,256,0,0,0,0,h,1,,0,,
24131E3D,NesNtsc,,,,268,32768,0,256,8,0,0,h,42,,0,,
2419483A,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
243A8735,Famicom,IREM-G101,UNK-IF-13,G-101,32,128,128,0,0,0,0,h,1,,1,,
2447E03B,Famicom,NAMCOT-340,CS 0003,340,210,128,128,0,0,0,0,v,1,,2,,
244DCB2D,NesNtsc,,,,2,128,0,8,0,0,0,h,1,,2,,
24598791,Famicom,HVC-RROM,HVC-RROM-05,,0,16,8,0,0,0,0,v,8,,0,,
24673747,Famicom,,,,3,32,32,,0,0,0,v,,,,,
246C0CA6,NesNtsc,,,,0,16,0,8,0,0,0,v,1,,0,,
2470402B,Famicom,,,,1,128,32,0,0,8,1,h,1,,0,,
2472C3EB,NesNtsc,AVE-NINA-06,NINA-06,,0,16,8,0,0,0,0,v,1,,0,,
24750E5D,Dendy,,,,224,1024,0,8,0,8,1,h,1,,0,,
24762CE8,NesNtsc,,,,176,256,128,0,0,0,0,h,42,,0,,
247CC73D,Famicom,,,,150,32,16,0,0,0,0,h,1,,0,,
24826927,Famicom,,,,2,128,,8,0,0,0,h,,,,,
248566A7,NesNtsc,NES-UNROM,NES-UNROM-09,,2,128,0,8,0,0,0,v,1,,2,,
24B00036,NesNtsc,,,,0,16,0,8,0,0,0,h,1,,0,,
24BA12DD,NesNtsc,CAMERICA-ALGN,ALGNV1-1,CF30288,71,256,0,8,0,0,0,v,1,,0,,
24BA90CA,Famicom,HVC-SLROM,HVC-SLROM-02,MMC1A,1,128,128,0,0,0,0,h,1,,0,,
24BB055E,NesNtsc,,,,5,128,64,0,8,0,0,h,1,,0,,
24C5EF30,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,0,,
24C66CC4,NesNtsc,,,,23,128,128,0,0,0,1,h,1,,3,,
24C802D7,VT02,,,,270,32768,0,0,8,0,0,h,42,,3,,
24EECC15,NesNtsc,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
24F4F397,Famicom,,,,4,128,128,0,0,0,0,h,1,,0,,
250F7913,Famicom,HVC-SNROM,HVC-SNROM-03,MMC1,1,256,0,8,0,8,1,h,1,,0,,
2526C943,Famicom,HVC-GNROM,GN-01C,,66,128,32,0,0,0,0,v,1,,0,,
252FFD12,Famicom,HVC-SNROM,HVC-SNROM-09,MMC1B2,1,256,0,8,0,8,1,h,1,,0,,
2537B3E6,Dendy,,,,241,256,0,8,0,0,0,h,1,,0,,
2538D860,NesNtsc,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
2545214C,NesNtsc,NES-SAROM,NES-SAROM-01,MMC1B2,1,64,16,0,0,8,1,h,1,,0,,
25468546,Famicom,BANDAI-CNROM,BA-ゲゲゲ,,3,32,32,0,0,0,0,v,1,,2,,
254CC196,NesNtsc,,,,0,16,8,0,0,0,0,v,1,,0,,
25519E6E,NesNtsc,,,,148,32,64,0,0,0,0,v,1,,0,,
2554F9FD,Famicom,,,,0,32,8,,0,0,0,h,,,,,
25551F3F,NesPal,NES-PNROM,NES-PNROM-05,MMC2-L,9,128,128,0,0,0,0,h,1,,0,,
256392F1,NesPal,NES-TSROM,NES-TSROM-08,MMC3C,4,128,128,0,8,0,0,h,1,,0,,
2565786D,Famicom,,,,19,128,256,,0,0,0,,,,,,
25678547,NesNtsc,,,,4,128,128,0,0,0,0,h,16,,0,,
257D09C5,NesNtsc,,,,79,64,64,0,0,0,0,v,1,,0,,
25952141,NesNtsc,NES-TKROM,NES-TKROM-10,MMC3C,4,512,128,0,0,8,1,h,1,,0,,
259CFDFE,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
25D7CB92,NesNtsc,,,,176,512,512,0,0,0,0,h,1,,0,,
25E26057,NesNtsc,,,,4,128,0,8,8,0,0,h,1,,0,,
25EDAF5C,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
25FA8D0E,NesNtsc,,,,19,128,128,0,0,0,0,h,1,,2,,
26049798,Famicom,HVC-TKROM,HVC-TKROM-03,MMC3B,4,256,256,0,0,8,1,h,1,,0,,
262B5A1D,NesNtsc,NES-CNROM,NES-CN-ROM-256-05,,3,32,32,0,0,0,0,v,1,,2,,
262F31AC,NesNtsc,,,,1,128,128,0,0,8,1,h,1,,0,,
263AC8A0,NesNtsc,NES-TFROM,NES-TFROM-01,MMC3A,4,128,64,0,0,0,0,h,1,,0,,
263F4450,NesNtsc,,,,45,2048,0,128,0,0,0,h,42,,0,,
264F26B1,Famicom,HVC-SL1ROM,HVC-SL1ROM-01,MMC1A,1,128,128,0,0,0,0,h,1,,0,,
2651810A,NesNtsc,,,,156,128,512,0,8,0,0,h,1,,0,,
2651F227,NesNtsc,NES-TKROM,NES-TKROM-10,MMC3C,4,128,256,0,0,8,1,h,1,,0,,
26535EF5,NesNtsc,NES-ANROM,NES-ANROM-01,,7,128,0,8,0,0,0,h,1,,1,,
265881C4,Dendy,,,,519,128,128,0,0,0,0,v,1,,0,,
265B230E,NesNtsc,,,,1,128,32,0,0,0,0,h,1,,0,,
2661109F,Dendy,,,,176,256,256,0,0,32,1,h,1,,0,,
26796758,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
267DE4CC,NesNtsc,NES-CNROM,NES-CNROM-07,,3,32,32,0,0,0,0,v,1,,2,,
267E592F,Famicom,NAMCOT-3406,3406,108,206,128,64,0,0,0,0,h,1,,0,,
2685E747,NesNtsc,,,,112,128,256,0,8,0,0,h,1,,0,,
268D6D7C,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
268E39D0,Famicom,,,,1,128,128,0,0,0,0,h,1,,0,,
26A2D515,NesNtsc,,,,1,64,16,0,8,0,0,h,1,,0,,
26A36CC2,NesNtsc,,,,260,512,512,0,0,0,0,h,1,,0,,
26B48204,NesNtsc,,,,11,64,64,0,0,0,0,v,1,,0,,
26B8EEAC,NesNtsc,,,,63,2048,0,8,0,0,0,h,42,,0,,
26BB1C8C,Famicom,HVC-CNROM,CN-04B,,3,32,32,0,0,0,0,v,1,,2,,
26BD6EC6,Famicom,NAMCOT-3303,3303,,0,32,8,0,0,0,0,h,1,,0,,
26BFED27,Famicom,HVC-TLROM,HVC-TLROM-02,MMC3A,4,128,128,0,0,0,0,h,1,,0,,
26C08D6A,NesNtsc,,,,404,1024,1024,0,0,0,0,h,1,,0,,
26C9D43F,NesNtsc,,,,45,512,512,0,8,0,0,h,1,,0,,
26CEC726,Famicom,HVC-SNROM,HVC-SNROM-07,MMC1A,1,256,0,8,0,8,1,h,1,,0,,
26D3082C,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
26E11947,NesNtsc,,,,281,512,512,0,0,0,0,h,1,,0,,
26E39935,Famicom,,,,4,256,256,0,0,0,0,h,1,,0,,
26E82008,Famicom,,,,4,128,128,0,0,0,0,h,1,,0,,
26EF50E3,Famicom,,,,195,512,256,,9,0,0,4,,,,,
26F38C2C,NesNtsc,,,,4,32,8,0,0,0,0,h,1,,0,,
2705EAEB,NesNtsc,MLT-MAXI15,D-1012,4053,234,512,512,0,0,0,0,h,1,,0,,
270EAED5,Famicom,HVC-NROM-256,3A,,0,32,8,0,0,0,0,v,1,,0,,
27175640,NesNtsc,,,,113,256,128,0,0,0,0,h,1,,0,,
272A1063,NesPal,,,,3,32,32,0,0,0,0,v,1,,2,,
2735FB3F,NesNtsc,,,,71,128,0,8,0,0,0,v,1,,0,,
2746B39E,Famicom,HVC-TSROM,HVC-TSROM-04,MMC3C,4,128,128,0,8,0,0,h,1,,0,,
274FAE3E,NesNtsc,,,,34,64,0,8,0,0,0,v,2,,2,,
276237B3,Famicom,,,,206,128,64,0,0,0,0,h,1,,0,,
276AC722,Famicom,BANDAI-LZ93D50+24C01,DRAGON BALL Z,FCG-3,159,256,128,0,0,0,1,h,1,,0,,
2772F17C,Famicom,,,,3,32,32,,0,0,0,v,,,,,
27738241,Famicom,HVC-SROM,HVC-SROM-03,,0,16,8,0,0,0,0,h,1,,0,,
27777635,NesNtsc,NES-NROM-256,NES-NROM-256-02,,0,32,8,0,0,0,0,v,1,,0,,
2779BB41,Dendy,,,,534,256,0,8,0,0,0,h,1,,0,,
279710DC,NesNtsc,NES-AOROM,NES-AOROM-03,,7,256,0,8,0,0,0,h,1,,2,,
27AA3933,NesNtsc,NES-NROM-256,NES-NROM-256-04,,0,32,8,0,0,0,0,v,1,,0,,
27B9CBAB,NesNtsc,,,,159,256,256,0,0,0,1,h,1,,0,,
27C16011,Famicom,HVC-SGROM,HVC-SGROM-03,MMC1B2,1,256,0,8,0,0,0,h,1,,0,,
27CA0679,NesPal,NES-AMROM,,,7,128,0,8,0,0,0,h,2,,2,,
27D14A54,NesNtsc,NES-CNROM,NES-CN-ROM-256-05,,3,32,32,0,0,0,0,h,1,,2,,
27D34A57,Famicom,HVC-TLROM,HVC-TLROM-04,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
27DB76BC,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,0,,
27DBC407,Dendy,,,,176,512,0,8,0,32,1,h,1,,0,,
27DDF227,NesNtsc,NES-UNROM,NES-UN-ROM-04,,2,128,0,8,0,0,0,v,1,,2,,
27F01BF2,NesNtsc,,,,1,512,0,8,0,0,0,h,1,,0,,
27F3A202,Famicom,,,,4,128,256,0,0,0,0,h,1,,0,,
27F71D87,NesNtsc,,,,4,32,16,0,0,0,0,h,1,,0,,
27F8D0D2,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
2802E40F,Dendy,,,,163,1024,0,8,0,8,1,v,1,,0,,
280689D6,NesNtsc,,,,2,64,0,8,0,0,0,h,1,,2,,
280AD3C5,NesPal,NES-SCROM,NES-SCROM-03,MMC1B2,1,64,128,0,0,0,0,h,1,,0,,
281326ED,Famicom,,,,142,128,0,8,0,0,0,v,1,,0,,
282745C5,Famicom,,,,141,256,0,8,0,0,0,h,1,,0,,
283AD224,Famicom,,,,32,256,128,0,0,0,0,h,1,,0,,
283D7727,NesNtsc,,,,0,16,8,0,0,0,0,v,8,,0,,
28492586,NesPal,NES-TEROM,NES-TEROM-04,MMC3B,4,32,32,0,0,0,0,h,1,,0,,
284BC8E5,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
284E65E8,NesNtsc,,,,0,16,8,,0,0,0,v,,,,,
28520C23,NesNtsc,,,,90,256,256,0,0,0,0,h,1,,0,,
2856111F,NesNtsc,VIRGIN-SNROM,SN1-ROM AW REV. A,MMC1B2,1,256,0,8,0,8,1,h,1,,0,,
2858933B,Famicom,HVC-SNROM,HVC-SNROM-04,MMC1A,1,256,0,8,0,8,1,h,1,,0,,
286FCD20,Famicom,KONAMI-VRC-4,352889,VRC4,21,256,256,0,0,8,1,h,1,,2,,
28A377FC,Dendy,,,,58,128,64,0,0,0,0,h,42,,0,,
28B2F467,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
28B6A043,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
28C1D3D5,Famicom,HVC-UNROM,HVC-UNROM-05,,2,128,0,8,0,0,0,v,1,,2,,
28C2DFCE,Famicom,,,,1,128,128,0,0,0,0,h,1,,0,,
28C79009,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
28CD6C0F,NesNtsc,,,,319,128,64,0,0,0,0,h,1,,0,,
28D580AE,Dendy,,,,227,1024,0,8,0,8,1,h,1,,0,,
28F9B41F,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3C,4,256,128,0,0,0,0,h,1,,0,,
28FB3277,NesNtsc,,,,30,512,0,32,0,0,1,v,1,,0,,
28FB71AE,NesNtsc,NES-SGROM,NES-SGROM-02,MMC1B2,1,256,0,8,0,0,0,h,1,,0,,
28FC0F77,NesNtsc,,,,0,16,0,8,0,0,0,v,1,,0,,
29003686,NesNtsc,,,,3,32,32,0,0,0,0,h,1,,2,,
290DF36D,NesNtsc,,,,4,512,0,8,0,8,1,h,1,,0,,
2915FAF0,NesNtsc,,,,3,32,32,0,0,0,0,h,1,,1,,
291BCD7D,Famicom,HVC-SGROM,HVC-SGROM-03,MMC1A,1,256,0,8,0,0,0,h,1,,0,,
292BCE21,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
292C63A5,Dendy,,,,268,256,256,0,0,8,1,h,1,,0,,
29356FB0,NesNtsc,,,,83,128,256,0,0,0,0,h,1,,0,,
29412B89,NesNtsc,,,,45,2048,0,128,0,0,0,h,42,,0,,
29582CA1,Famicom,,,,150,32,128,0,0,0,0,h,1,,0,,
29588DDB,NesNtsc,,,,282,1024,1024,0,0,0,0,h,1,,0,,
2969A5C1,NesNtsc,AVE-NINA-03,NINA-03 REV. A,,0,16,8,0,0,0,0,v,1,,0,,
297198B9,Famicom,HVC-TEROM,UNK-HVC-TEROM,MMC3A,4,32,32,0,0,0,0,h,1,,0,,
29A8CB96,NesNtsc,,,,269,2048,0,0,0,0,0,h,1,,0,,
29B1FDFC,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
29B2F488,Playchoice,,,,2,128,0,8,0,0,0,v,1,,2,,
29DD37F4,NesNtsc,SUNSOFT-5A,SAP-E301,Sunsoft-5A,69,128,256,0,8,0,0,h,1,,0,,
29DE87AF,Famicom,BANDAI-PT-554,BA-エアロビ,M50805,3,32,32,0,0,0,0,h,14,,2,,
29E173FF,Famicom,TAITO-NROM-256,P3-016B,,0,32,8,0,0,0,0,v,1,,0,,
29EB8331,Dendy,,,,4,256,0,8,0,8,1,h,1,,0,,
29EC0FD1,Famicom,,,,4,256,128,0,0,0,0,h,1,,0,,
29F81288,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
29FD2C68,NesNtsc,,,,123,128,256,0,0,0,0,h,1,,0,,
2A01F9D1,Famicom,NAMCOT-3416,LROG048-00,109,206,128,64,0,0,0,0,v,1,,0,,
2A059EEB,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
2A0C9105,NesNtsc,,,,3,32,32,0,0,0,0,v,1,,2,,
2A1919FE,Famicom,HVC-TKROM,HVC-TKROM-03,MMC3C,4,128,128,0,0,8,1,h,1,,0,,
2A1D5933,NesNtsc,,,,176,2048,2048,8,0,0,0,h,1,,0,,
2A201CF4,NesPal,,,,0,16,8,0,0,0,0,h,1,,0,,
2A30D066,NesNtsc,,,,0,32,8,0,8,0,0,v,1,,0,,
2A3B1913,Dendy,,,,4,256,256,0,0,0,0,h,1,,0,,
2A3CA509,Famicom,,,,4,128,128,0,0,0,0,h,33,,0,,
2A46B57F,NesNtsc,NES-UNROM,NES-UNROM-09,,2,128,0,8,0,0,0,h,1,,2,,
2A5312D6,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
2A561F41,NesNtsc,,,,4,32,16,0,0,0,0,h,1,,0,,
2A5F4C5A,Famicom,,,,132,32,32,0,0,0,0,v,1,,0,,
2A6559A1,Famicom,TAITO-TC0190FMC,J9100161A,TC0190FMC,33,128,128,0,0,0,0,h,8,,0,,
2A662AC7,NesNtsc,NES-AOROM,NES-AOROM-01,,7,128,0,8,0,0,0,h,1,,1,,
2A676E19,NesNtsc,,,,295,1024,0,8,0,0,0,h,1,,0,,
2A72A051,NesNtsc,,,,4,32,0,8,8,0,0,h,1,,0,,
2A7D3ADF,Famicom,NAMCOT-163,110F0,163,19,128,128,0,0,0,0,h,1,,2,,
2A86004F,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
2A8E5F99,NesNtsc,,,,548,128,0,8,8,0,0,h,1,,0,,
2A971204,Famicom,,,,0,32,8,,0,0,0,v,,,,,
2AAF0049,Dendy,,,,268,1024,0,8,0,8,1,h,1,,0,,
2AAF0804,NesNtsc,,,,11,128,128,0,0,0,0,v,1,,0,,
2AC4817F,Playchoice,,,,4,128,128,0,0,0,0,h,1,,0,,
2AC5233C,Famicom,KONAMI-UNROM,006,,2,128,0,8,0,0,0,v,1,,2,,
2AC87283,NesNtsc,NES-NROM-256,NES-NROM-256-03,,0,32,8,0,0,0,0,h,1,,0,,
2AE535CA,NesNtsc,,,,19,128,128,0,0,0,0,h,1,,2,,
2AE97660,NesNtsc,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
2AED0656,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
2AF8332A,Dendy,,,,0,32,,8,0,0,0,v,,,,,
2B11E0B0,Famicom,,,,1,256,0,8,8,8,1,h,1,,0,,
2B1497DC,NesPal,NES-TKROM,NES-TKROM-02,MMC3B,4,128,128,0,0,8,1,h,1,,0,,
2B160BF0,Famicom,HVC-TLROM,HVC-TLROM-04,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
2B20B022,NesPal,NES-TLROM,NES-TLROM-03,MMC3B,4,128,256,0,0,0,0,h,1,,0,,
2B20ED9B,NesNtsc,,,,3,32,32,0,0,0,0,h,1,,2,,
2B378D11,NesNtsc,NES-AOROM,NES-AOROM-03,,7,256,0,8,0,0,0,h,1,,1,,
2B462010,Famicom,HVC-RROM,HVC-RROM-05S,,0,16,8,0,0,0,0,h,1,,0,,
2B4D80AE,Famicom,HVC-TLROM,HVC-TLROM-04,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
2B511B51,NesNtsc,BADROM,,,65000,0,,,0,0,0,,,,,,
2B5951AC,NesNtsc,,,,30,512,0,32,0,0,1,v,1,,0,,
2B6E1DA8,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,0,,
2B750BF9,NesNtsc,,,,87,32,32,0,0,0,0,v,1,,0,,
2B77C870,NesNtsc,,,,115,128,256,0,0,0,0,h,1,,0,,
2B85420E,VsSystem,,,,1,64,32,0,2,0,0,4,5,,0,0,4
2B882971,NesNtsc,,,,176,512,512,0,0,0,0,h,1,,0,,
2B9BC5C6,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
2BA86F76,NesNtsc,,,,3,32,32,0,0,0,0,v,1,,2,,
2BB08BCA,NesNtsc,,,,4,256,256,0,0,0,0,h,1,,0,,
2BB3DABE,Famicom,TAITO-X1-017,J9100230A,X1-017,82,128,256,0,0,8,1,h,1,,0,,
2BB6A0F8,Famicom,HVC-UNROM,HVC-UNROM-02,,2,128,0,8,0,0,0,v,1,,2,,
2BBA037A,Famicom,,,,59,128,64,0,0,0,0,h,1,,0,,
2BC25D5A,NesNtsc,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
2BC67AA8,NesNtsc,NES-TGROM,NES-TGROM-01,MMC3C,4,512,0,8,0,0,0,h,1,,0,,
2BCF2132,Famicom,HVC-TLROM,HVC-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
2BD30289,NesNtsc,,,,4,64,128,0,0,8,1,h,2,,0,,
2BD49E68,NesNtsc,,,,115,128,128,0,0,0,0,h,1,,0,,
2BE254E9,Famicom,NAMCOT-3312,3312,,0,32,8,0,0,0,0,v,1,,0,,
2BF07493,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,0,,
2BF0F9C5,NesPal,NES-NROM-128,NES-NROM-128-04,,0,16,8,0,0,0,0,h,1,,0,,
2BF21F5F,VsSystem,,,,99,64,16,0,0,2,1,4,4,,0,5,3
2BF61C53,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3C,4,128,256,0,0,0,0,h,1,,0,,
2BFB1186,Famicom,HVC-SKROM,HVC-SKROM-01,MMC1A,1,128,128,0,0,8,1,h,1,,0,,
2BFD7ACC,NesNtsc,,,,178,512,0,8,0,0,0,h,1,,1,,
2C01DE06,Dendy,,,,163,2048,0,8,0,8,1,v,1,,0,,
2C043781,Famicom,HVC-CNROM,CN-04B,,3,32,32,0,0,0,0,h,1,,2,,
2C06DB7D,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
2C088DC5,NesPal,NES-TKROM,NES-TKROM-10,MMC3C,4,512,256,0,0,8,1,h,1,,0,,
2C1406E7,NesNtsc,,,,387,512,1024,0,0,0,0,h,1,,0,,
2C163614,Famicom,,,,0,32,8,,0,0,0,v,,,,,
2C19B3C1,NesNtsc,,,,1,32,0,8,8,0,0,h,1,,0,,
2C1CC6DA,VsSystem,,,,99,64,16,0,0,2,1,4,4,,0,5,4
2C25A6E0,Playchoice,,,,0,16,8,0,0,0,0,v,32,,0,,
2C2DDFB4,NesNtsc,NES-SGROM,NES-SGROM-04,MMC1B2,1,256,0,8,0,0,0,h,1,,0,,
2C33161D,Famicom,HVC-SNROM,HVC-SNROM-09,MMC1B2,1,256,0,8,0,8,1,h,1,,0,,
2C3AD058,Dendy,,,,4,128,0,8,0,8,1,h,1,,0,,
2C3D4EF0,Dendy,,,,176,1024,0,8,0,32,1,h,1,,0,,
2C4421B2,Famicom,BANDAI-FCG-2,BA-アクマ,FCG-2,16,128,128,0,0,0,0,h,1,,4,,
2C4C9356,NesNtsc,,,,116,128,128,0,0,0,0,h,1,,2,,
2C5908A7,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3C,4,256,256,0,0,0,0,h,1,,0,,
2C5FAC1C,NesNtsc,,,,1,128,128,0,8,0,0,h,1,,0,,
2C624B5F,NesNtsc,,,,64,128,64,0,0,0,0,h,1,,0,,
2C6C14CA,NesNtsc,,,,313,512,512,0,8,0,0,h,1,,0,,
2C7440EF,NesNtsc,,,,71,256,0,8,0,0,0,v,1,,0,,
2C7D68F3,Famicom,NAMCOT-NROM-128,LROG068-00,,0,16,8,0,0,0,0,h,1,,0,,
2C818014,NesNtsc,NES-PNROM,NES-PNROM-03,MMC2-L,9,128,128,0,0,0,0,h,1,,0,,
2CA86503,NesNtsc,,,,2,16,0,8,0,0,0,v,1,,2,,
2CA9BF7F,Dendy,,,,199,512,0,8,4,8,1,h,1,,0,,
2CAAE01C,NesNtsc,NES-TSROM,NES-TSROM-08,MMC3C,4,128,128,0,8,0,0,h,1,,0,,
2CAD075E,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
2CC408D8,NesNtsc,,,,4,256,256,0,0,0,0,h,1,,0,,
2CECD630,NesNtsc,,,,36,64,64,0,0,0,0,v,1,,0,,
2CF5DB05,Dendy,,,,176,128,64,0,0,0,0,h,38,,0,,
2D020965,NesPal,NES-SNROM,NES-SNROM-05,MMC1B3,1,256,0,8,0,8,1,h,1,,0,,
2D0877F3,Dendy,,,,195,512,256,8,0,0,0,h,1,,0,,
2D1C667A,NesNtsc,,,,176,512,512,0,0,0,0,h,1,,0,,
2D1FEE70,NesNtsc,,,,4,128,128,0,0,8,1,h,1,,0,,
2D273AA4,NesNtsc,NES-UNROM,NES-UN-ROM-04,,2,128,0,8,0,0,0,h,1,,2,,
2D2A7B46,NesNtsc,,,,0,32,0,8,0,0,0,h,1,,0,,
2D2F91B8,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1B3,1,128,128,0,0,0,0,h,1,,0,,
2D417253,Playchoice,,,,7,256,0,8,0,0,0,h,1,,2,,
2D41EF92,NesNtsc,NES-UNROM,NES-UNROM-08,,2,128,0,8,0,0,0,v,1,,2,,
2D664D99,Famicom,HVC-TGROM,HVC-TGROM-01,MMC3C,4,512,0,8,0,0,0,h,1,,0,,
2D69B08A,NesNtsc,,,,4,128,256,0,0,0,0,h,1,,0,,
2D75C7A9,NesNtsc,NES-SLROM,NES-SLROM-03,MMC1A,1,128,128,0,0,0,0,h,1,,0,,
2D782595,Famicom,,,,0,16,8,,0,0,0,v,,,,,
