###################################################################################
#
# Mesen Game Database
#
# Automatically generated database based on Nestopia's DB and NesCartDB
#
# Generated on 2020-05-02 using:
#     -NewRisingSun's NES 2.0 header database (2020-04-26)
#     -NesCartDB (dated 2017-08-21)
#     -Nestopia UE's latest DB (dated 2015-10-22) 
# 
# Fields: CRC, System, Board, PCB, Chip, Mapper, PrgRomSize, ChrRomSize, ChrRamSize, WorkRamSize, SaveRamSize, Battery, Mirroring, Controller Type, Bus Conflicts, SubMapper, VsSystemType, PpuModel
#
###################################################################################
DB05106E,Famicom,BANDAI-LZ93D50,DRAGON BALL Z-B,FCG-3,16,128,128,0,0,0,0,h,1,,5,,
DB15AAE8,NesNtsc,,,,4,512,0,8,0,8,1,h,1,,0,,
DB196068,Famicom,TAITO-UNROM,P3-029B,,2,128,0,8,0,0,0,v,1,,2,,
DB1D03E5,NesNtsc,NES-UNROM,NES-UNROM-10,,2,128,0,8,0,0,0,v,1,,2,,
DB1FD64E,NesNtsc,,,,71,256,0,8,0,0,0,v,1,,0,,
DB22DCD8,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
DB233C11,NesNtsc,,,,1,256,0,8,0,0,0,h,1,,0,,
DB2D4F9D,NesNtsc,NES-TKEPROM,NES-TKEPROM-02,MMC3B,4,256,128,0,0,8,1,h,1,,0,,
DB479677,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
DB5169DC,Famicom,,,,82,128,256,,0,0,0,,,,,,
DB564628,Famicom,HVC-SNROM,HVC-SNROM-09,MMC1B3,1,256,0,8,0,8,1,h,1,,0,,
DB747F71,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
DB7F07BE,NesNtsc,,,,4,128,256,0,0,0,0,h,1,,0,,
DB99D0CB,NesNtsc,CAMERICA-ALGN,ALGNV1-1,CF30288,71,128,0,8,0,0,0,v,1,,0,,
DB9C072D,NesPal,NES-AMROM,NES-AMROM-01,,7,128,0,8,0,0,0,h,1,,2,,
DB9DCF89,NesNtsc,NES-NROM-128,NES-NROM-128-04,,0,16,8,0,0,0,0,v,1,,0,,
DBB06A25,NesNtsc,NES-NROM-256,NES-NROM-256-05,,0,32,8,0,0,0,0,v,1,,0,,
DBC5ECD9,NesNtsc,,,,141,256,256,0,0,0,0,h,1,,0,,
DBC6E234,NesNtsc,,,,4,256,256,0,0,0,0,h,1,,0,,
DBC95A9F,NesNtsc,,,,55,48,8,0,2,0,0,v,1,,0,,
DBD6FBE1,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
DBECE74F,Famicom,HVC-TLROM,HVC-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
DBF90772,NesNtsc,NES-CNROM,NES-CN-ROM-256-02,,3,32,32,0,0,0,0,h,1,,2,,
DC02F095,NesNtsc,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
DC1E07D2,Famicom,HVC-SKROM,HVC-SKROM-03,MMC1A,1,128,128,0,0,8,1,h,1,,0,,
DC320617,NesNtsc,,,,141,256,128,0,0,0,0,h,1,,0,,
DC45A886,Famicom,HVC-TKROM,HVC-TKROM-03,MMC3B,4,128,128,0,0,8,1,h,1,,0,,
DC4DA5D4,NesNtsc,NES-UNROM,NES-UNROM-09,,2,128,0,8,0,0,0,h,1,,2,,
DC4DC667,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
DC529482,NesPal,,,,1,256,0,8,0,8,1,h,1,,0,,
DC52BF0C,Famicom,BANDAI-LZ93D50+24C02,DRAGON BALL Z-B,FCG-3,16,256,256,0,0,0,1,h,1,,5,,
DC5959D2,Famicom,,,,4,256,256,0,0,0,0,h,1,,0,,
DC621DD1,Dendy,,,,0,16,8,0,0,0,0,v,1,,0,,
DC66333D,NesNtsc,,,,65,128,128,0,0,0,0,h,1,,0,,
DC731669,NesNtsc,,,,221,512,0,8,0,0,0,h,42,,0,,
DC75732F,Famicom,HVC-TLROM,HVC-TLROM-03,MMC3A,4,128,256,0,0,0,0,h,29,,0,,
DC877532,NesNtsc,,,,30,512,0,32,0,0,1,v,1,,0,,
DC8E49BF,NesNtsc,,,,79,32,16,0,0,0,0,h,1,,0,,
DCB6B0DA,NesNtsc,,,,2,128,0,8,0,0,0,v,29,,2,,
DCB7C0A1,Famicom,HVC-UNROM,HVC-UNROM-09,,2,128,0,8,0,0,0,v,1,,2,,
DCB972CE,Famicom,BANDAI-LZ93D50+24C01,DRAGON BALL Z-B,FCG-3,159,128,128,0,0,0,1,h,1,,0,,
DCB9D7C1,Dendy,,,,177,1024,0,8,0,8,1,h,1,,0,,
DCD8D6F4,Famicom,HVC-TLROM,HVC-TLROM-04,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
DCDF06DE,Famicom,NAMCOT-3413,023-01,109,206,64,32,0,0,0,0,v,1,,0,,
DCEC4A59,NesNtsc,NES-TKEPROM,NES-TKEPROM-01,MMC3A,4,128,256,0,0,0,0,h,1,,0,,
DD062F9C,NesNtsc,NES-AN1ROM,NES-AN1ROM-01,,7,64,0,8,0,0,0,h,1,,1,,
DD1D4355,NesNtsc,,,,3,32,32,0,0,0,0,h,1,,0,,
DD29FD59,Famicom,NAMCOT-3406,3406,119,206,128,64,0,0,0,0,h,1,,0,,
DD3115DB,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
DD33225F,NesNtsc,,,,91,128,32,0,0,0,0,v,1,,0,,
DD3A79F5,NesNtsc,,,,282,512,512,0,0,0,0,h,42,,0,,
DD4D9A62,Famicom,,,,209,128,512,0,0,0,0,h,1,,0,,
DD518261,NesNtsc,,,,0,16,8,0,0,0,0,v,1,,0,,
DD7B06B5,NesNtsc,,,,3,32,32,0,0,0,0,v,1,,2,,
DD7BAD02,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
DD7C8785,Famicom,,,,2,128,,8,0,0,0,h,,,,,
DD8CED31,Famicom,,,,209,128,256,0,0,0,0,h,1,,0,,
DD8ED0F7,Famicom,BANDAI-74*161/161/32,BA カメン,,70,128,128,0,0,0,0,v,1,,0,,
DDA190F9,NesPal,,,,79,32,32,0,0,0,0,v,1,,0,,
DDA62852,NesNtsc,,,,1,512,0,8,0,8,1,h,1,,0,,
DDC122ED,Dendy,,,,224,1024,0,8,0,8,1,h,1,,0,,
DDC6D9C9,NesPal,NES-TLROM,NES-TLROM-03,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
DDCBDA16,Famicom,,,,150,64,64,0,0,0,0,h,8,,0,,
DDCFB058,Famicom,,,,121,256,512,0,0,0,0,h,1,,0,,
DDD90C39,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
DDDC56B8,Famicom,,,,240,128,128,0,0,8,1,h,1,,0,,
DDED013E,NesNtsc,,,,4,256,256,0,0,0,0,h,1,,0,,
DDF5A8C6,Dendy,,,,178,512,0,8,0,0,0,h,1,,0,,
DE002EFB,Dendy,,,,194,256,256,2,0,8,1,h,1,,0,,
DE0C29A9,NesNtsc,,,,1,256,0,8,0,8,1,h,1,,0,,
DE25B90F,NesNtsc,NES-UNROM,NES-UN-ROM-04,,2,128,0,8,0,0,0,v,1,,2,,
DE395EFD,Famicom,,,,3,32,32,0,0,0,0,v,1,,2,,
DE581355,Famicom,HVC-SEROM,HVC-SEROM-01,MMC1B2,1,32,32,0,0,0,0,h,1,,5,,
DE6A3FF9,NesNtsc,,,,4,128,0,8,8,0,0,h,1,,0,,
DE7E4629,NesPal,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
DE81267F,NesNtsc,,,,274,2048,0,8,0,0,0,h,42,,0,,
DE84354A,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,0,,
DE8A95DF,NesNtsc,,,,0,32,0,8,0,0,0,h,1,,0,,
DE8FD935,NesNtsc,NES-TEROM,NES-TEROM-02,MMC3A,4,32,32,0,0,0,0,h,8,,0,,
DE94B7FD,NesNtsc,,,,176,512,512,0,0,0,0,h,1,,0,,
DE9C9C64,Famicom,TAITO-X1-005,P3-034-B,X1-005,80,128,128,0,0,0,1,h,1,,0,,
DEB21C9E,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
DECCAA54,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
DEE05A23,Famicom,,,,4,128,128,0,0,0,0,h,1,,0,,
DEEDD112,NesNtsc,,,,281,512,512,0,0,0,0,h,1,,0,,
DF01DA1E,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
DF07C203,VsSystem,,,,206,128,32,,0,0,0,h,,,,,
DF0B180A,NesNtsc,,,,261,256,128,0,0,0,0,h,42,,0,,
DF27B96C,Dendy,,,,163,1024,0,8,0,8,1,v,1,,0,,
DF2A71C7,NesNtsc,,,,340,512,0,8,0,0,0,h,1,,0,,
DF2B95BB,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
DF31B364,Famicom,,,,112,64,64,0,0,0,0,h,8,,0,,
DF343384,Dendy,,,,0,32,,8,0,0,0,h,,,,,
DF3776C6,Famicom,,,,4,128,128,0,0,0,0,h,1,,0,,
DF3E45D2,Famicom,HVC-SLROM,HVC-SLROM-02,MMC1A,1,128,128,0,0,0,0,h,8,,0,,
DF3EB610,Famicom,,,,1,128,128,,0,8,1,,,,,,
DF43D8EA,NesNtsc,,,,121,128,256,0,0,0,0,h,1,,0,,
DF43E073,NesNtsc,,,,4,128,128,0,8,0,0,h,1,,0,,
DF4EDC13,NesPal,NES-SEROM,NES-SEROM-04,MMC1B2,1,32,32,0,0,0,0,h,1,,5,,
DF64963B,NesNtsc,NES-TLROM,NES-TLROM-02,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
DF67DAA1,Famicom,HVC-NROM-256,HVC-NROM-256K-02,,0,32,8,0,0,0,0,h,46,,0,,
DF6D0CE8,NesPal,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
DF7F0863,NesNtsc,,,,45,512,512,0,0,0,0,h,1,,0,,
DF81364D,Famicom,,,,235,4096,,8,0,0,0,,,,,,
DFA111F1,NesNtsc,NES-TSROM,NES-TSROM-08,MMC3C,4,128,128,0,8,0,0,h,1,,0,,
DFAD3F66,Dendy,,,,4,256,0,8,0,8,1,h,1,,0,,
DFB8B983,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
DFC0CE21,Famicom,HVC-SNROM,HVC-SNROM-06,MMC1A,1,256,0,8,0,8,1,h,1,,0,,
DFD1A7A0,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
DFD4E833,NesNtsc,,,,4,128,256,0,0,8,1,h,1,,0,,
DFD70E27,NesNtsc,NES-NROM-256,NES-NROM-256-04,,0,32,8,0,0,0,0,h,1,,0,,
DFEB7E98,Famicom,,,,3,32,32,,0,0,0,v,,,,,
DFEBFA1B,NesNtsc,,,,215,256,256,0,0,0,0,h,1,,0,,
DFEFE8CD,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
E001DE16,Dendy,,,,224,1024,0,8,0,8,1,h,1,,0,,
E019B4D8,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E02133AC,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
E03AD5C0,NesNtsc,,,,45,512,512,0,0,0,0,h,1,,0,,
E043C6A5,NesPal,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
E04F341F,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
E05FC21F,Dendy,,,,224,1024,0,8,0,8,1,h,1,,0,,
E0604F76,Famicom,HVC-NROM-128,2,,0,16,8,0,0,0,0,v,1,,0,,
E074FB3E,NesNtsc,,,,1,128,112,0,0,8,1,h,1,,0,,
E08A3545,NesNtsc,,,,313,512,512,0,0,0,0,h,1,,0,,
E08AB52E,Dendy,,,,163,1024,0,8,0,8,1,v,1,,0,,
E08C8A60,Famicom,HVC-TNROM,HVC-TNROM-02,MMC3C,4,512,0,8,0,8,1,h,19,,0,,
E08EE48C,NesNtsc,,,,5,1024,256,0,8,0,0,h,1,,0,,
E095C3F2,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
E0AB06D8,NesNtsc,,,,0,16,0,8,0,0,0,v,1,,0,,
E0AC6242,NesPal,NES-UNROM,NES-UN-ROM-07,,2,128,0,8,0,0,0,v,1,,2,,
E0B6B7BB,Famicom,HVC-UNROM,HVC-UNROM-09,,2,128,0,8,0,0,0,v,1,,2,,
E0B73FC2,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
E0BA29E8,NesNtsc,,,,0,16,8,0,0,0,0,v,1,,0,,
E0C0B5A3,NesNtsc,,,,196,128,256,0,0,0,0,h,1,,0,,
E0CBC2BA,Famicom,,,,1,256,128,0,0,8,1,h,1,,0,,
E0D2910D,NesNtsc,,,,295,512,512,0,0,0,0,h,1,,0,,
E0DD8D77,Dendy,,,,176,256,256,0,0,32,1,h,1,,0,,
E0FF82B1,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
E0FFECCD,NesNtsc,,,,4,512,0,8,0,0,0,h,1,,0,,
E0FFFBD2,NesPal,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
E106FE8C,NesNtsc,,,,4,128,128,0,8,0,0,h,1,,0,,
E116447F,Famicom,,,,3,32,32,0,0,0,0,h,1,,2,,
E124BC56,Famicom,,,,91,128,512,0,0,0,0,v,1,,0,,
E1383DEB,Famicom,KONAMI-VRC-6,351949A,VRC6,26,256,256,0,0,8,1,h,1,,0,,
E145B441,NesNtsc,NES-SLROM,NES-SLROM-06,MMC1B2,1,256,128,0,0,0,0,h,8,,0,,
E147F61C,NesNtsc,,,,1,32,32,0,0,0,0,h,1,,0,,
E149E0B2,NesNtsc,HVC-SIROM,HVC-SIROM-01,MMC1B1-H,1,32,64,0,0,0,0,h,42,,0,,
E14F0A3F,NesNtsc,,,,1,128,0,8,0,0,0,h,1,,0,,
E1526228,Famicom,NAMCOT-3416,3416,118,206,128,64,0,0,0,0,v,1,,0,,
E15C973D,Famicom,,,,1,128,128,0,0,0,0,h,1,,0,,
E168E5A1,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,0,,
E170404C,Famicom,BANDAI-LZ93D50+24C01,B50EEP,FCG-3,159,256,128,0,0,0,1,h,1,,0,,
E1789032,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E18120C3,NesNtsc,,,,0,16,0,8,0,0,0,h,1,,0,,
E1879278,NesNtsc,,,,4,256,256,0,0,8,1,h,1,,0,,
E18CD9AA,NesNtsc,,,,0,32,8,0,0,0,0,v,8,,0,,
E19293A2,Famicom,HVC-SJROM,HVC-SJROM-03,MMC1A,1,128,32,0,0,8,1,h,33,,0,,
E19EE99C,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
E1B260DA,Famicom,HVC-UNROM,HVC-UNROM-02,,2,128,0,8,0,0,0,v,1,,2,,
E1BF81CA,Dendy,,,,4,256,256,0,0,0,0,h,1,,0,,
E1C03EB6,Famicom,HVC-CNROM,HVC-CNROM-2,,3,32,32,0,0,0,0,h,1,,2,,
E1C41D7C,NesNtsc,NES-UNROM,NES-UNROM-09,,2,128,0,8,0,0,0,v,1,,2,,
E1C59D94,NesPal,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
E1D20375,NesNtsc,,,,23,128,128,0,0,0,0,h,1,,3,,
E211B93A,Famicom,,,,0,16,8,0,0,0,0,v,1,,0,,
E21A4FCB,NesNtsc,,,,0,32,0,8,0,0,0,h,1,,0,,
E2265BF4,NesNtsc,,,,141,64,64,0,0,0,0,h,1,,0,,
E2281986,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
E2302407,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E2313813,NesNtsc,NES-TLROM,NES-TLROM-02,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
E24483B1,Famicom,HVC-SKROM,HVC-SKROM-05,MMC1B2,1,128,128,0,0,8,1,h,1,,0,,
E2482419,Famicom,,,,0,32,8,,0,0,0,v,,,,,
E24DF353,Famicom,,,,2,128,0,8,0,0,0,v,1,,2,,
E257A25B,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E26593E1,VsSystem,,,,99,32,16,0,2,0,0,4,5,,0,0,3
E271190E,NesNtsc,,,,4,128,256,0,0,0,0,h,1,,0,,
E277B744,NesNtsc,,,,295,1024,0,8,0,0,0,h,1,,0,,
E28B1EF8,VT02,,,,256,8192,0,0,0,0,0,h,42,,0,,
E292AA10,NesNtsc,NES-UNROM,NES-UN-ROM-04,,2,128,0,8,0,0,0,h,1,,2,,
E2A79A57,Famicom,HVC-SFROM,HVC-SFROM-01,MMC1A,1,128,32,0,0,0,0,h,1,,0,,
E2B19CCB,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E2B43A68,NesNtsc,NES-UNROM,NES-UN-ROM-07,,2,128,0,8,0,0,0,v,1,,2,,
E2BE7014,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
E2C4EDCE,NesNtsc,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
E2C94BC2,Famicom,,,,48,128,256,0,0,0,0,h,1,,0,,
E2DDF223,NesNtsc,,,,515,1536,0,8,0,0,0,v,1,,0,,
E2F19DE7,NesNtsc,,,,91,128,256,0,0,0,0,v,1,,0,,
E2F5FBFA,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E2F7968B,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
E2FB8A6C,VT03,,,,256,4096,0,0,0,0,0,h,1,,0,,
E2FBB532,UM6578,,,,405,1024,0,32,0,0,1,h,1,,0,,
E3027EBE,NesPal,NES-SJROM,NES-SJROM-03,MMC1B2,1,128,32,0,8,0,0,h,1,,0,,
E305202E,Famicom,HVC-TLROM,HVC-TLROM-04,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
E30B2BCF,Famicom,HVC-NROM-256,HVC-NROM-256K-02,,0,32,8,0,0,0,0,h,1,,0,,
E3158E17,Famicom,,,,0,32,8,,0,0,0,h,,,,,
E317B30A,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E326E0F5,NesNtsc,,,,3,32,32,0,0,0,0,h,1,,2,,
E333FFA1,Famicom,HVC-SFROM,HVC-SFROM-01,MMC1B2,1,128,32,0,0,0,0,h,1,,0,,
E334716F,NesNtsc,,,,0,16,8,0,0,0,0,v,1,,0,,
E349AF38,Famicom,KONAMI-VRC-6,351951,VRC6,24,256,128,0,0,0,0,h,1,,0,,
E34E720F,NesNtsc,,,,30,512,0,32,0,0,1,v,1,,0,,
E3526D8B,Famicom,,,,4,512,,8,0,0,0,,,,,,
E353969F,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
E3620259,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E3704800,NesNtsc,,,,45,1024,1024,0,0,0,0,h,42,,0,,
E37A39AB,NesPal,NES-TFROM,NES-TFROM-04,MMC3C,4,128,64,0,0,0,0,h,1,,0,,
E37F82CC,Famicom,,,,0,32,8,,0,0,0,v,,,,,
E387C77F,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,256,256,0,0,0,0,h,1,,0,,
E3907336,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
E39ECF54,NesNtsc,,,,4,256,128,0,8,0,0,h,1,,0,,
E3A1CE4D,NesNtsc,,,,23,256,128,0,8,0,0,h,1,,2,,
E3AC75B8,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E3BF8EE6,NesNtsc,,,,30,512,0,32,0,0,1,v,1,,0,,
E3C5BB3D,NesNtsc,KONAMI-TLROM,352026,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
E3E2C3BF,Famicom,HVC-CNROM,N04,,3,32,32,0,0,0,0,h,1,,2,,
E3EF9739,Dendy,,,,163,2048,0,8,0,8,1,v,1,,0,,
E3F1F16A,Dendy,,,,74,512,256,2,0,8,1,h,1,,0,,
E3F3F6AE,Famicom,,,,3,32,32,,0,0,0,h,,,,,
E402B134,NesPal,NES-CNROM,NES-CNROM-08,,3,32,32,0,0,0,0,v,1,,2,,
E40B4973,Famicom,NAMCOT-3451,3451,118,206,32,32,0,0,0,0,v,1,,0,,
E40DA18F,Dendy,,,,163,2048,0,8,0,8,1,v,1,,0,,
E40DFB7E,Famicom,,,,116,256,256,0,0,0,0,h,1,,0,,
E41B440F,NesNtsc,,,,3,16,16,,0,0,0,h,,,,,
E429F0D3,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1A,1,128,128,0,0,0,0,h,1,,0,,
E4312D20,NesNtsc,,,,0,32,0,8,0,0,0,h,1,,0,,
E4362167,Famicom,KONAMI-VRC-7,353429,VRC7,85,128,128,0,0,0,0,h,1,,1,,
E43FCC70,NesNtsc,,,,0,16,0,8,0,0,0,h,1,,0,,
E44001D8,Famicom,HVC-SGROM,HVC-SGROM-03,MMC1B2,1,128,0,8,0,0,0,h,22,,0,,
E45485A5,VsSystem,NES-DRROM,,,206,64,32,0,2,0,0,4,5,,0,1,2
E46A05C3,NesNtsc,,,,0,16,8,0,0,0,0,v,32,,0,,
E46AEE21,NesNtsc,NES-TKEPROM,NES-TKEPROM-02,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
E46B1C5D,Famicom,JALECO-JF-11,JF-11,,140,128,32,0,0,0,0,v,1,,0,,
E4776A2B,NesPal,NES-UNROM,NES-UNROM-10,,2,128,0,8,0,0,0,v,1,,2,,
E47E9FA7,Famicom,TAITO-NROM-128,P3-016,,0,16,8,0,0,0,0,h,1,,0,,
E492D45A,Famicom,IREM-NROM-128,IREM-01-H,,0,16,8,0,0,0,0,h,1,,0,,
E4A291CE,NesNtsc,,,,23,128,512,0,0,0,0,h,1,,1,,
E4A6E151,Famicom,,,,3,32,32,0,0,0,0,h,13,,2,,
E4A7D436,Famicom,HVC-TKROM,HVC-TKROM-03,MMC3C,4,512,256,0,0,8,1,h,1,,0,,
E4BC40AD,NesNtsc,,,,4,256,128,0,0,0,0,h,1,,0,,
E4C37A04,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E4C57D16,NesNtsc,,,,338,256,128,0,0,0,0,h,1,,0,,
E4E3D2ED,Famicom,,,,0,16,8,0,0,0,0,h,1,,0,,
E4E7C62D,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
E4E874C7,NesNtsc,,,,3,32,32,0,0,0,0,v,1,,2,,
E50A9130,NesNtsc,NES-SBROM,NES-SBROM-01,MMC1B1-H,1,64,32,0,0,0,0,h,1,,0,,
E52225C8,NesNtsc,,,,4,128,256,0,0,0,0,h,1,,0,,
E52C9CD2,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E53F7A55,Famicom,,,,1,128,128,0,0,8,1,h,1,,0,,
E54138A9,NesPal,NES-NROM-128,NES-NROM-128-01,,0,16,8,0,0,0,0,h,1,,0,,
E542E3CF,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
E548385B,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
E557307F,NesNtsc,,,,4,128,128,0,8,0,1,h,1,,0,,
E5584D9F,NesNtsc,,,,5,128,128,0,8,8,1,h,1,,0,,
E56693DA,NesNtsc,,,,1,128,128,0,0,8,1,h,1,,0,,
E56AA5E8,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
E575687C,NesNtsc,NES-UNROM,NES-UNROM-10,,2,128,0,8,0,0,0,h,1,,2,,
E57E5384,NesPal,NES-NROM-256,NES-NROM-256-03,,0,32,8,0,0,0,0,v,32,,0,,
E583EC5E,Famicom,,,,0,16,8,,0,0,0,v,,,,,
E58645CF,NesNtsc,,,,264,256,256,0,0,0,0,h,1,,0,,
E5901A99,NesPal,NES-TLROM,NES-TLROM-03,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
E592F53A,NesPal,NES-CNROM,NES-CNROM-07,,3,32,32,0,0,0,0,v,11,,2,,
E5A8401B,NesPal,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
E5A972BE,NesPal,NES-AN1ROM,NES-AN1ROM-01,,7,64,0,8,0,0,0,h,1,,1,,
E5B9AB1F,NesNtsc,,,,319,128,64,0,0,0,0,h,42,,0,,
E5D11921,Famicom,NAMCOT-3301,,,0,16,8,,0,0,0,h,,,,,
E5EA0EBE,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,0,,
E5FCC4C1,NesPal,NES-SEROM,NES-SEROM-04,MMC1B2,1,32,32,0,0,0,0,h,1,,5,,
E616FF0A,Famicom,HVC-SKROM,HVC-SKROM-06,MMC1B2,1,128,128,0,0,8,1,h,1,,0,,
E62E3382,NesNtsc,CAMERICA-BF9093,BIC-48,BF9093,71,128,0,8,0,0,0,v,1,,0,,
E63D9193,Famicom,HVC-SNROM,HVC-SNROM-08,MMC1B2,1,128,0,8,0,0,0,h,1,,0,,
E6402758,NesNtsc,,,,4,256,256,0,0,0,0,h,1,,0,,
E643E61E,NesNtsc,,,,388,512,1024,0,0,0,0,h,1,,0,,
E645B187,NesNtsc,,,,34,256,0,8,0,0,0,v,42,,2,,
E64B8975,Famicom,NAMCOT-163,60-15,163,19,128,128,0,0,8,1,h,1,,5,,
E65A2C3A,VT03,,,,256,8192,0,0,0,0,0,h,1,,1,,
E66010C4,Famicom,,,,195,512,256,,9,0,0,4,,,,,
E6617BF1,NesNtsc,,,,176,256,128,0,0,0,0,h,1,,0,,
E661918C,NesNtsc,,,,69,256,128,0,0,0,0,h,1,,0,,
E663D775,NesNtsc,,,,30,512,0,32,0,0,1,v,1,,0,,
E66AD6B8,NesPal,,,,0,32,8,0,0,0,0,v,1,,0,,
E66BDDCF,Famicom,HVC-SLROM,HVC-SLROM-02,MMC1A,1,128,128,0,0,0,0,h,1,,0,,
E67E5A01,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
E681B300,NesPal,,,,4,128,128,0,0,0,0,h,1,,0,,
E6857563,NesNtsc,,,,4,128,256,0,0,0,0,h,1,,0,,
E6A477B2,NesNtsc,NES-UNROM,NES-UN-ROM-04,,2,128,0,8,0,0,0,v,1,,2,,
E6B30BB3,Famicom,,,,1,128,128,0,0,0,0,h,1,,0,,
E6BDBB0C,NesNtsc,,,,183,256,128,0,0,0,0,h,1,,0,,
E6C9029E,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1A,1,128,128,0,0,0,0,h,1,,0,,
E6C94541,NesNtsc,,,,23,128,128,0,0,0,0,h,1,,3,,
E6DF6616,Famicom,KONAMI-74*139/74,302017B,,87,32,16,0,0,0,0,v,1,,0,,
E6F08E93,NesNtsc,NES-UNROM,NES-UN-ROM-01,,2,128,0,8,0,0,0,v,1,,2,,
E6F7D3FB,NesNtsc,,,,1,256,0,8,0,8,1,h,1,,0,,
E6FADC3F,NesNtsc,,,,0,16,0,8,0,0,0,v,1,,0,,
E71D034E,NesPal,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
E71DB268,NesNtsc,NES-SGROM,NES-SGROM-04,MMC1B2,1,256,0,8,0,0,0,h,1,,0,,
